name,description,stars,install_command,verified,repo_url,screenshots
dsh-wallpaper-engine,把本机 Wallpaper Engine 的壁纸变成 DSH 网页界面的背景：Video 动态播放、Web 以 iframe 加载、Scene 壁纸提取主纹理作为静态帧；iOS 液态玻璃设置窗口（配色 / 玻璃颜色 / 透明度）、内容分级与类型过滤、自定义壁纸上传、紧凑 CD 架布局、黑胶唱片展示、隐藏 / 恢复、倍速 / 翻转与自动轮播。感谢 Jerry 维护 macOS 版。,319,dsh plugin --profile web add link:D:\dev\dsh-wallpaper-engine,true,https://github.com/elysia395/dsh-wallpaper-engine,https://raw.githubusercontent.com/elysia395/dsh-wallpaper-engine/HEAD/docs/images/main-interface.gif;https://raw.githubusercontent.com/elysia395/dsh-wallpaper-engine/HEAD/docs/images/settings-ui.gif;https://raw.githubusercontent.com/elysia395/dsh-wallpaper-engine/HEAD/docs/images/wallpaper-library.gif;https://raw.githubusercontent.com/elysia395/dsh-wallpaper-engine/HEAD/docs/images/mascot-drawer.png
dsh-cost-meter,Track session and daily cost against a budget,316,dsh plugin --profile web add dsh-cost-meter,true,https://github.com/Han-1413141/dsh-cost-meter,https://repository-images.githubusercontent.com/1333235870/a4a8f61b-c277-4a41-b3be-ee340e7fc289;https://raw.githubusercontent.com/Han-1413141/dsh-cost-meter/HEAD/docs/promo.en.png;https://raw.githubusercontent.com/Han-1413141/dsh-cost-meter/HEAD/docs/screenshot-sidebar-footer.png;https://raw.githubusercontent.com/Han-1413141/dsh-cost-meter/HEAD/docs/screenshot-balance-progress-bar-zh.png
dsh-commandcode-provider,"Command Code provider plugin for DeepSeek Harness (dsh). Adds Command Code model access, live model catalog, plan-aware model selection, reasoning effort, image input, web search, and multi-account support.",299,dsh plugin --profile web add @mars-sea/dsh-commandcode-provider@0.9.1,true,https://github.com/Mars-Sea/dsh-commandcode-provider,https://raw.githubusercontent.com/Mars-Sea/dsh-commandcode-provider/HEAD/assets/screenshots/model-picker.png;https://raw.githubusercontent.com/Mars-Sea/dsh-commandcode-provider/HEAD/assets/screenshots/usage-dashboard.png;https://raw.githubusercontent.com/Mars-Sea/dsh-commandcode-provider/HEAD/assets/screenshots/settings-page.png
dsh-ios,"DeepSeek Harness (DSH) plugin: a live iOS Simulator — and a USB-connected iPhone — inside the conversation. 22 agent tools for booting, building, driving the UI by accessibility identity, OCR text or list rows, plus a streaming sidebar panel you can tap and drag on.",298,dsh plugin --profile web add @zseven-w/dsh-ios@latest,true,https://github.com/ZSeven-W/dsh-ios,https://raw.githubusercontent.com/ZSeven-W/dsh-ios/HEAD/docs/images/dsh-ios-logo.png;https://raw.githubusercontent.com/ZSeven-W/dsh-ios/HEAD/docs/images/dsh-ios-overview.png
plur,Shared memory for AI agents,290,dsh plugin add @plur-ai/dsh,true,https://github.com/plur-ai/plur,https://raw.githubusercontent.com/plur-ai/plur/HEAD/assets/plur-banner.png
dsh-mobile,DeepSeek Harness 的 Android App 与安全远程访问插件，支持局域网/远程连接和高度自定义的移动界面与扩展能力。,286,dsh plugin --profile web add dsh-mobile@latest,true,https://github.com/saya-ch/dsh-mobile,https://repository-images.githubusercontent.com/1334817483/a6c2d8f9-f027-475c-9c2c-a111bb0364e8;https://raw.githubusercontent.com/saya-ch/dsh-mobile/main/assets/brand/repository-hero.png;https://raw.githubusercontent.com/saya-ch/dsh-mobile/HEAD/assets/brand/app-icon-rounded.svg;https://raw.githubusercontent.com/saya-ch/dsh-mobile/main/assets/screenshots/lan-access.png
pilot-harness,"Pilot Harness — a CodePilot-inspired desktop client and plugin suite for DeepSeek Harness on macOS, Windows, and Linux.",277,dsh plugin --profile web add https://github.com/op7418/pilot-harness/releases/latest/download/deepseek-ai-dsh-ui-worktree-0.1.0-rc.5.tgz,true,https://github.com/op7418/pilot-harness,https://raw.githubusercontent.com/op7418/pilot-harness/HEAD/apps/desktop/assets/brand-icon.png
dsh-visualize,Turn model output into visualization cards,261,dsh plugin --profile web add github:Nagi-ovo/dsh-visualize,true,https://github.com/Nagi-ovo/dsh-visualize,https://repository-images.githubusercontent.com/1333132287/c1b54861-fe50-44d1-a5bf-71e8746882c4;https://raw.githubusercontent.com/Nagi-ovo/dsh-visualize/HEAD/assets/social-preview.jpg;https://raw.githubusercontent.com/Nagi-ovo/dsh-visualize/HEAD/assets/demo.webp
dsh-agent-rp,SillyTavern migration and next-generation Agent RP for DSH,220,dsh plugin add '@hewzhew/dsh-agent-rp@next',true,https://github.com/hewzhew/dsh-agent-rp,
dsh-agent-team-gui,Run persistent multi-model teams with a real console,215,dsh plugin --profile web add -w github:toolclub/dsh-agent-team-gui,true,https://github.com/toolclub/dsh-agent-team-gui,https://raw.githubusercontent.com/toolclub/dsh-agent-team-gui/main/assets/promotion-walkthrough-preview.gif;https://raw.githubusercontent.com/toolclub/dsh-agent-team-gui/HEAD/assets/v0.5-composer-mode.png;https://raw.githubusercontent.com/toolclub/dsh-agent-team-gui/HEAD/assets/v0.5-run-center.png;https://raw.githubusercontent.com/toolclub/dsh-agent-team-gui/HEAD/assets/v0.5-insights.png
dsh-liang-skin,DeepSeek Harness 滑动变阻器皮肤,213,dsh plugin --profile web add 'github:kingOfSoySauce/dsh-liang-skin',true,https://github.com/kingOfSoySauce/dsh-liang-skin,https://raw.githubusercontent.com/kingOfSoySauce/dsh-liang-skin/HEAD/docs/preview.png
dsh-popout-sidebar,A sidebar can pop out a separate browser tab (drag it to another monitor),210,dsh plugin --profile web add github:e2mcc/dsh-popout-sidebar,true,https://github.com/e2mcc/dsh-popout-sidebar,
ds-harness-remote,"一个基于 DeepSeek Harness 插件机制构建的多端远程访问方案，通过安全、低延迟、端到端加密的 P2P 优先网络，支持从 PC、Android 和 Web 随时访问并操作远程 Harness 和 CodeX。 (A multi-device remote access solution built on the DeepSeek Harness plugin system, enabling PC, Android, and Web clients to securely access and operate remote Harness and CodeX over a low-latency, end-to-end encrypted, P2P-first network.)",210,dsh plugin --profile web add -w ds-harness-remote@0.4.16,true,https://github.com/liguobao/ds-harness-remote,https://raw.githubusercontent.com/liguobao/ds-harness-remote/HEAD/docs/logo.svg;https://raw.githubusercontent.com/liguobao/ds-harness-remote/HEAD/docs/images/host-list.png;https://raw.githubusercontent.com/liguobao/ds-harness-remote/HEAD/docs/images/remote.png;https://raw.githubusercontent.com/liguobao/ds-harness-remote/HEAD/docs/images/mobile-list.jpg
dsh-launcher,"DeepSeek Harness（dsh）Windows 轻量启动器：双击即用，克制的原生体验 / Lightweight Windows launcher for DeepSeek Harness (dsh) — double-click to run, native & restrained",207,dsh plugin --profile web add dsh-launcher-lifetime,true,https://github.com/Ruler4396/dsh-launcher,https://raw.githubusercontent.com/Ruler4396/dsh-launcher/HEAD/assets/screenshot-light.png;https://raw.githubusercontent.com/Ruler4396/dsh-launcher/HEAD/assets/screenshot-dark.png
TokenLedger,Track token usage with zero setup,202,"dsh plugin --profile web add ""github:zh667/TokenLedger""",true,https://github.com/zh667/TokenLedger,https://raw.githubusercontent.com/zh667/TokenLedger/HEAD/docs/images/panel.png
echocat-skill-panel,DSH 技能调用审计 + 应用内 skill 管理器,201,dsh plugin --profile web add echocat-skill-panel,true,https://github.com/VDERR/echocat-skill-panel,https://raw.githubusercontent.com/VDERR/echocat-skill-panel/HEAD/docs/panel.png;https://raw.githubusercontent.com/VDERR/echocat-skill-panel/HEAD/docs/strip.png;https://raw.githubusercontent.com/VDERR/echocat-skill-panel/HEAD/docs/install-sheet.png
pi2dsh,Bridge the Pi and DeepSeek Harness ecosystems: one Pi Host ABI runs unmodified Pi extensions as native DSH plugins. 打通 Pi 与 DSH 生态。,201,dsh plugin add pi2dsh,true,https://github.com/weijiafu14/pi2dsh,
dsh-evolve-modes,"让 Agent 的工作方式可组合、可审查、可持续改进，最终实现 Agent Self Evoling。 DeepSeek Harness Web plugin with composable task controls and isolated, human-reviewed self-evolution.",199,dsh plugin --profile web add @graysilver/dsh-evolve-modes@0.4.0,true,https://github.com/GraySilver/dsh-evolve-modes,https://raw.githubusercontent.com/GraySilver/dsh-evolve-modes/main/assets/social-preview.png;https://raw.githubusercontent.com/GraySilver/dsh-evolve-modes/main/assets/evolve-modes-review.png
seektty,面向 DeepSeek Harness 的 Claude Code 风格终端界面，支持 Windows、macOS 与 Linux，兼容透明终端、VS Code 主题和自定义配色。,197,dsh plugin --profile tui add --config.enable-global-virtual-store=false seektty@1.2.5,true,https://github.com/Hilbert-beinghappy/seektty,https://raw.githubusercontent.com/Hilbert-beinghappy/seektty/HEAD/assets/seektty-tui.png;https://raw.githubusercontent.com/Hilbert-beinghappy/seektty/HEAD/assets/seektty-tui-dark.png;https://raw.githubusercontent.com/Hilbert-beinghappy/seektty/HEAD/assets/seektty-code-light.png;https://raw.githubusercontent.com/Hilbert-beinghappy/seektty/HEAD/assets/seektty-code-dark.png
dsh-data-agent,Connect DSH to your database for conversational data analysis and actionable business insights.,196,dsh plugin --profile web add @yejiming/dsh-data-agent,true,https://github.com/omdsh-dev/dsh-data-agent,https://raw.githubusercontent.com/omdsh-dev/dsh-data-agent/HEAD/assets/banner.webp;https://raw.githubusercontent.com/omdsh-dev/dsh-data-agent/HEAD/assets/features.webp;https://raw.githubusercontent.com/omdsh-dev/dsh-data-agent/HEAD/assets/tables.webp;https://raw.githubusercontent.com/omdsh-dev/dsh-data-agent/HEAD/assets/data-governance.webp
sandbase-skills,"88 installable open-source Agent Skills for research, social intelligence, marketing, and business workflows—compatible with Codex, Claude Code, Cursor, Gemini CLI, and DeepSeek Harness.",196,dsh plugin --profile web add github:sandbaseai/sandbase-skills,true,https://github.com/sandbaseai/sandbase-skills,https://repository-images.githubusercontent.com/1315919904/0736c5b9-f152-4e43-9211-efae83fc846a;https://raw.githubusercontent.com/sandbaseai/sandbase-skills/HEAD/assets/multi-source-search-workflow.svg
dsh-chat-import,"Import conversation history from 25+ AI coding agents into DeepSeek Harness as resumable sessions — tool calls, reasoning and results kept intact, with reverse export and sync. | 把 25+ AI 编程 Agent 的聊天记录导入 DeepSeek Harness 继续对话，保留工具调用、推理与结果，支持反向导出与同步。",191,dsh plugin --profile web add dsh-chat-import,true,https://github.com/Nwflower/dsh-chat-import,https://raw.githubusercontent.com/Nwflower/dsh-chat-import/HEAD/assets/dci-promo.png;https://raw.githubusercontent.com/Nwflower/dsh-chat-import/HEAD/assets/agents/claude.svg;https://raw.githubusercontent.com/Nwflower/dsh-chat-import/HEAD/assets/agents/codex.svg;https://raw.githubusercontent.com/Nwflower/dsh-chat-import/HEAD/assets/agents/gemini.svg
dsh-auto-review,Have a second model review approval requests,189,dsh plugin --profile web add dsh-auto-review,true,https://github.com/PerryLink/dsh-auto-review,https://raw.githubusercontent.com/PerryLink/dsh-plugin-doctor/main/badges/PerryLink__dsh-auto-review.svg;https://raw.githubusercontent.com/2BingLing/dsh-market/master/assets/readme/badge-listed-en.svg
dsh-damage-pulse,DeepSeek Harness Token 余额监控插件：鲸鱼娘待机/扣费/复苏动画、峰谷计费、连续扣费飘字与会话费用统计。,184,dsh plugin --profile web add github:wssfk12138/dsh-damage-pulse,true,https://github.com/wssfk12138/dsh-damage-pulse,https://repository-images.githubusercontent.com/1336614837/07afa820-5255-4675-83d1-6fd5e2b8ee7c;https://raw.githubusercontent.com/wssfk12138/dsh-damage-pulse/HEAD/docs/assets/dsh-damage-pulse-peak-valley-whale-poster.png;https://raw.githubusercontent.com/wssfk12138/dsh-damage-pulse/HEAD/assets/fastai-sponsor.svg;https://raw.githubusercontent.com/wssfk12138/dsh-damage-pulse/HEAD/assets/fastai-icon.png
gal-view,把dsh会话界面切换成galgame游戏界面的插件,182,dsh plugin --profile web add github:Ayase34/gal-view#main,true,https://github.com/Ayase34/gal-view,https://raw.githubusercontent.com/Ayase34/gal-view/HEAD/image.png
dsh-dream-skin,DeepSeek Harness 换肤 / 壁纸 / 主题包插件 (dsh-plugin) — 8 套 Mirage 主题、每用户强调色、壁纸2.0、主题包导入导出/分享链接、收藏与随机，纯原生 token 系统实现。,178,dsh plugin --profile web add dsh-dream-skin,true,https://github.com/RevolutionLA/dsh-dream-skin,https://raw.githubusercontent.com/RevolutionLA/dsh-dream-skin/HEAD/docs/screenshots/preview.png;https://raw.githubusercontent.com/RevolutionLA/dsh-dream-skin/HEAD/docs/screenshots/settings.png;https://raw.githubusercontent.com/RevolutionLA/dsh-dream-skin/HEAD/docs/previews/abyss.png;https://raw.githubusercontent.com/RevolutionLA/dsh-dream-skin/HEAD/docs/previews/aurora.png
dsh-openpencil,"The DeepSeek Harness plugin for OpenPencil — preview, inspect, and edit real .op documents inside a conversation.",175,dsh plugin --profile web add @zseven-w/dsh-openpencil@next,true,https://github.com/ZSeven-W/dsh-openpencil,https://repository-images.githubusercontent.com/1332212466/e6979184-7b56-4137-8593-878e97b06d60;https://raw.githubusercontent.com/ZSeven-W/dsh-openpencil/HEAD/docs/images/dsh-openpencil-logo.png;https://raw.githubusercontent.com/ZSeven-W/dsh-openpencil/HEAD/docs/images/dsh-openpencil-overview.png;https://raw.githubusercontent.com/ZSeven-W/openpencil/main/screenshot/logo-discord.svg
marketingdashboard,"面向金融与产业研究的一屏式实时行情大屏：A股/港股/美股指数、大宗商品、美债收益率、板块热点、主力资金流、7×24 快讯、产业链自选股、AI 大模型 Token 追踪。A real-time market research cockpit on a single screen: CN/HK/US indices, commodities, treasury yields, sector hotspots, capital flows, 7×24 news, industry-chain watchlists and AI token usage trends.",173,dsh plugin --profile web add github:theBigGavin/marketingdashboard,true,https://github.com/theBigGavin/marketingdashboard,https://raw.githubusercontent.com/theBigGavin/marketingdashboard/HEAD/docs/screenshot.png;https://raw.githubusercontent.com/theBigGavin/marketingdashboard/HEAD/public/icons/icon-192.png
anime-find,DeepSeek Harness 搜番插件：对话内多源搜索番剧，卡片展示 Bangumi 评分与详情，支持复制磁力。,170,dsh plugin --profile web add @cocofhu/anime-find,true,https://github.com/cocofhu/anime-find,https://raw.githubusercontent.com/cocofhu/anime-find/HEAD/docs/banner.jpg;https://raw.githubusercontent.com/cocofhu/anime-find/HEAD/docs/screenshot-resources.png;https://raw.githubusercontent.com/cocofhu/anime-find/HEAD/docs/screenshot-streaming.png
dsh-bridge,Chat with your local DSH from WeChat or QQ,170,dsh plugin --profile web add @wenbin_wb/dsh-bridge,true,https://github.com/wenbin-wb/dsh-bridge,https://raw.githubusercontent.com/wenbin-wb/dsh-bridge/HEAD/docs/banner.jpg;https://raw.githubusercontent.com/wenbin-wb/dsh-bridge/HEAD/docs/screenshots/lan-access.jpg;https://raw.githubusercontent.com/wenbin-wb/dsh-bridge/HEAD/docs/screenshots/tunnel-access.jpg;https://raw.githubusercontent.com/wenbin-wb/dsh-bridge/HEAD/docs/screenshots/remote-web-mobile.jpg
DSH-Plugins-Marketplace,"DSH插件市场 / DSH Plugin Marketplace: 在 DeepSeek Harness Web GUI 中一键浏览、安装与更新 GitHub topic:dsh-plugin 的全部插件 | browse, install & update all GitHub dsh-plugin plugins in the DSH Web GUI",167,dsh plugin --profile web install bradeGithub/DSH-Plugins-Marketplace,true,https://github.com/bradeGithub/DSH-Plugins-Marketplace,https://repository-images.githubusercontent.com/1333295863/e7bee91f-2802-4861-9a61-59edacfed297
notes,开源版锤子便签，复刻锤科美学，一键Docker私有化部署，支持skill调用，支持dsh plugin，支持多租户，一键生成公众号格式，支持导出便签为图片,166,dsh plugin --profile web add @zhaoolee/dsh-notes,true,https://github.com/zhaoolee/notes,https://raw.githubusercontent.com/zhaoolee/notes/HEAD/README.assets/aab7c89dace491a0c90f98d04f53ab503e755968249ea9a89521f56b69eedeac.png;https://raw.githubusercontent.com/zhaoolee/notes/HEAD/README.assets/e99a408cc01fdffd81fca6dcafc4152b171f0be7d7003032338443197f9e23da.png;https://raw.githubusercontent.com/zhaoolee/notes/HEAD/README.assets/fdf4b92e91f316425ce457400a9219fe91afbd8d87668c32a2c488579f2ac116.png;https://raw.githubusercontent.com/zhaoolee/notes/HEAD/README.assets/a1cc07be6396cb67288b2cebacc26b6746aa0409d976f230b762fcc467706ccc.gif
dsh-plugin-bridge,"DeepSeek Harness plugin for previewable cross-preset session migration. Fixed-schema handoffs preserve state, source-model intent, and unresolved images; the original session stays untouched.",165,dsh plugin --profile web add github:Totoro-qaq/dsh-plugin-bridge#v0.3.7,true,https://github.com/Totoro-qaq/dsh-plugin-bridge,https://repository-images.githubusercontent.com/1336849011/e8846586-5ad7-4364-8c05-00c1f24c4afb;https://raw.githubusercontent.com/Totoro-qaq/dsh-plugin-bridge/HEAD/assets/cover/cover-en.png;https://raw.githubusercontent.com/Totoro-qaq/dsh-plugin-bridge/main/assets/bridge-demo.en.gif
dsh-undo-savepoint,"DSH crash-rescue plugin: undo config & plugin-code changes, secret-safe snapshots, one-click SAFE MODE, plus offline CLI/GUI that work even when DSH won't boot.",162,dsh plugin --profile web add github:lire1131/dsh-undo-savepoint#master,true,https://github.com/lire1131/dsh-undo-savepoint,https://repository-images.githubusercontent.com/1333816810/b584673e-31ed-4546-9023-ba3b2c1655f7
dsh-super-injector,推荐组件（非必须）：DeepSeek Harness 运行时注入器；已随 dsh-routing-suite 单仓库化保留，本仓库继续维护/发布。,162,dsh plugin --profile web add github:yjh051108/dsh-super-injector,true,https://github.com/yjh051108/dsh-super-injector,
dsh-reverse-skill,"Complete reverse-skill (87 SKILL.md) as a DeepSeek Harness (dsh) Cordis plugin — reverse engineering, authorized pentesting and security research skill pack.",161,dsh plugin add github:dhicoc/dsh-reverse-skill,true,https://github.com/dhicoc/dsh-reverse-skill,
dsh-usage-stats,See provider balances and quota burn in one panel,161,"dsh plugin --profile web add ""github:Ychris12138/dsh-usage-stats""",true,https://github.com/Ychris12138/dsh-usage-stats,https://raw.githubusercontent.com/Ychris12138/dsh-usage-stats/HEAD/docs/images/usage-panel.svg
dsh-auto-mode,Let routine tool calls run without a prompt each time,160,dsh plugin --profile web add @nanmicoder/dsh-auto-mode,true,https://github.com/NanmiCoder/dsh-auto-mode,https://raw.githubusercontent.com/NanmiCoder/dsh-auto-mode/HEAD/assets/readme/hero.svg
dsh-workbuddy-connect,将 WorkBuddy 桌面 App 包含的模型自动接入 DeepSeek Harness，零配置使用。Bring the models in the WorkBuddy desktop app into DeepSeek Harness with zero configuration.,159,dsh plugin --profile web add github:corrinehu/dsh-workbuddy-connect,true,https://github.com/corrinehu/dsh-workbuddy-connect,https://raw.githubusercontent.com/corrinehu/dsh-workbuddy-connect/HEAD/assets/1.png;https://raw.githubusercontent.com/corrinehu/dsh-workbuddy-connect/HEAD/assets/5.png;https://raw.githubusercontent.com/corrinehu/dsh-workbuddy-connect/HEAD/assets/2.png;https://raw.githubusercontent.com/corrinehu/dsh-workbuddy-connect/HEAD/assets/3.png
dsh-android,"DeepSeek Harness plugin for Android — build, run, and interact with a live emulator or USB device stream inside a conversation, driven entirely through adb.",155,dsh plugin --profile web add @zseven-w/dsh-android@latest,true,https://github.com/ZSeven-W/dsh-android,https://raw.githubusercontent.com/ZSeven-W/dsh-android/HEAD/docs/images/dsh-android-logo.png;https://raw.githubusercontent.com/ZSeven-W/dsh-android/HEAD/docs/images/dsh-android-overview.png
dsh-skin-market,DeepSeek Harness skin market 皮肤市场 已收录200+DSH 皮肤 完善评分系统加人工审核，有便捷的社区收录入口；有在线页面方便在线浏览，也有插件方便管理本地皮肤,152,"dsh plugin --profile web add ""dsh-skin-market@latest""",true,https://github.com/kingOfSoySauce/dsh-skin-market,https://raw.githubusercontent.com/kingOfSoySauce/dsh-skin-market/HEAD/docs/assets/skin-market-liang.png;https://raw.githubusercontent.com/kingOfSoySauce/dsh-skin-market/HEAD/docs/assets/skin-market-deep-whale.png
pub-dsh-privacy-router,,152,dsh plugin --profile web add github:LYiHub/pub-dsh-privacy-router,true,https://github.com/LYiHub/pub-dsh-privacy-router,
dsh-reasoning-effort,DSH适用的Codex风格的思考强度滑块，以及大肥鱼跑步滑块。Codex-style model and reasoning-effort slider for DeepSeek Harness,150,dsh plugin --profile web add github:HanaAyane/dsh-reasoning-effort#v0.7.2,true,https://github.com/HanaAyane/dsh-reasoning-effort,https://raw.githubusercontent.com/HanaAyane/dsh-reasoning-effort/HEAD/assets/readme/hero.webp;https://raw.githubusercontent.com/HanaAyane/dsh-reasoning-effort/HEAD/assets/readme/themes.webp;https://raw.githubusercontent.com/HanaAyane/dsh-reasoning-effort/HEAD/assets/readme/settings.webp
dsh-remote-web-gateway,手机平板远程 DeepSeek Harness：扫码即可继续使用电脑上的 DSH，无需远程桌面 / SSH / 公网 IP，支持一次性配对、Github授权加密登录，独立设备授权与随时撤销，实现远程连接很简单，但安全才是我们所想要的。,150,dsh plugin --profile web add dsh-remote-web-gateway,true,https://github.com/summer1238/dsh-remote-web-gateway,https://raw.githubusercontent.com/summer1238/dsh-remote-web-gateway/HEAD/docs/assets/hero-zh.png;https://raw.githubusercontent.com/summer1238/dsh-remote-web-gateway/HEAD/docs/assets/mobile-showcase-zh.png;https://raw.githubusercontent.com/summer1238/dsh-remote-web-gateway/HEAD/docs/assets/security-model-zh.png;https://raw.githubusercontent.com/summer1238/dsh-remote-web-gateway/HEAD/docs/assets/architecture-zh.png
dsh-crew,"DeepSeek Harness (DSH) plugin: dispatch work to DSH agents from Claude Code / Codex — native subagent progress, in-host worker sessions with per-tier presets, and a multimodal bridge that lends the text-only harness vision and image generation.",149,dsh plugin --profile web add @zseven-w/dsh-crew@latest,true,https://github.com/ZSeven-W/dsh-crew,https://raw.githubusercontent.com/ZSeven-W/dsh-crew/HEAD/docs/images/dsh-crew-logo.png;https://raw.githubusercontent.com/ZSeven-W/dsh-crew/HEAD/docs/images/dsh-crew-overview.png;https://raw.githubusercontent.com/ZSeven-W/dsh-crew/HEAD/docs/images/dsh-crew-host.png;https://raw.githubusercontent.com/ZSeven-W/dsh-crew/HEAD/docs/images/dsh-crew-jobs.png
argo,专门为 agent 打造的开源 agent 搜索工具，具备 200+的搜索源及多语言搜索能力，覆盖中文/英文/学术/代码/购物/金融/新闻/百科。,148,"dsh plugin --profile web add ""github:taxueseek/argo""",true,https://github.com/taxueseek/argo,https://raw.githubusercontent.com/taxueseek/argo/HEAD/assets/readme/hero.svg;https://raw.githubusercontent.com/taxueseek/argo/HEAD/assets/readme/why-better.svg;https://raw.githubusercontent.com/taxueseek/argo/HEAD/assets/readme/proof-routes.svg;https://raw.githubusercontent.com/taxueseek/argo/HEAD/assets/readme/workflow.svg
dsh-industry-research,"Industry and company research domain pack for DeepSeek Harness: methodology skills, industry chain mapping, public-source policy/news tracking, company research cards, and auditable research reports. Research only - not investment advice.",144,dsh plugin --profile demo add dsh-industry-research,true,https://github.com/PerryLink/dsh-industry-research,https://raw.githubusercontent.com/PerryLink/dsh-plugin-doctor/main/badges/PerryLink__dsh-industry-research.svg;https://raw.githubusercontent.com/2BingLing/dsh-market/master/assets/readme/badge-top-rated.svg
dsh-research-report,"Verifiable research-report engine for DeepSeek Harness: content-addressed evidence ledger (claim-snapshot binding, tamper-evident) plus versioned sealed reports with per-claim verification verdicts and a manifest-sealed directory.",142,dsh plugin --profile demo add dsh-research-report,true,https://github.com/PerryLink/dsh-research-report,https://raw.githubusercontent.com/PerryLink/dsh-plugin-doctor/main/badges/PerryLink__dsh-research-report.svg;https://raw.githubusercontent.com/2BingLing/dsh-market/master/assets/readme/badge-top-rated.svg
dsh-find-plugin,Ask your agent to find a plugin for you,141,dsh plugin --profile web add dsh-find-plugin,true,https://github.com/awesome-dsh-plugin/dsh-find-plugin,https://raw.githubusercontent.com/awesome-dsh-plugin/dsh-find-plugin/main/assets/demo-en.png
dsh-skill-mcp-panel,DSH Web UI plugin: skill and MCP management（Web界面的skill/MCP管理工具）,138,dsh plugin --profile web add github:Fishquito7/dsh-skill-mcp-panel,true,https://github.com/Fishquito7/dsh-skill-mcp-panel,https://raw.githubusercontent.com/Fishquito7/dsh-skill-mcp-panel/main/docs/images/sidebar-entry.png;https://raw.githubusercontent.com/Fishquito7/dsh-skill-mcp-panel/main/docs/images/skills-panel.png;https://raw.githubusercontent.com/Fishquito7/dsh-skill-mcp-panel/main/docs/images/skill-groups.png;https://raw.githubusercontent.com/Fishquito7/dsh-skill-mcp-panel/main/docs/images/skill-migrate.png
CreatPPT,Agent-first web presentation workspace: turn briefs into editable slide decks and export native PPTX on demand.,138,dsh plugin --profile web add @seekskyworld/creatppt,true,https://github.com/seekskyworld/CreatPPT,https://raw.githubusercontent.com/seekskyworld/CreatPPT/main/docs/assets/cover-en.png;https://raw.githubusercontent.com/seekskyworld/CreatPPT/main/docs/assets/flowchart-en.png;https://raw.githubusercontent.com/seekskyworld/CreatPPT/4674630/docs/assets/example-1.png;https://raw.githubusercontent.com/seekskyworld/CreatPPT/4674630/docs/assets/example-2.png
dsh-sev,"Remote DSH host management for DeepSeek Harness — run a headless dsh on your own server, operate it from the local GUI (SSH tunnels, mixed session list, auto-heal).",136,dsh plugin --profile web add dsh-sev,true,https://github.com/Buzzso/dsh-sev,
dsh-gitbash-preset,DeepSeek Harness 插件：一键安装「极简模式 (Git Bash)」agent preset —— 把 DSH 自带极简模式中的 bash 调用映射到 Git for Windows 的 bash（MSYS），让 Windows 上的极简模式真正可用。,130,dsh plugin --profile web add @icelily/dsh-gitbash-preset,true,https://github.com/liceses/dsh-gitbash-preset,
dsh_workflow,Turn one-shot multi-agent runs into a saved workflow,130,"dsh plugin --profile web add ""github:dsh-external/dsh_workflow#main""",true,https://github.com/omdsh-dev/dsh_workflow,
dsh-noema,"Give your agent durable, inspectable long-term memory",128,dsh plugin --profile web add @zseven-w/dsh-noema@latest,true,https://github.com/ZSeven-W/dsh-noema,https://raw.githubusercontent.com/ZSeven-W/dsh-noema/HEAD/docs/images/dsh-noema-logo.png;https://raw.githubusercontent.com/ZSeven-W/dsh-noema/HEAD/docs/images/dsh-noema-overview.png
bibigpt-skill,"Video summarizer agent skill for Claude Code, Codex, ChatGPT & OpenClaw — YouTube/Bilibili/podcast via BibiGPT CLI/MCP/API (bibi)",127,"dsh plugin --profile web add ""github:JimmyLv/bibigpt-skill#path:/dsh-plugin""",true,https://github.com/JimmyLv/bibigpt-skill,
dsh-annotation,DSH Web 选中批注插件：选文字→批注→回车随消息发送；气泡隐藏批注块（零闪烁）；回复按 Annotation N 逐条对照（可悬浮芯片）。官方 bundle，零核心改动,127,dsh plugin --profile web add git+https://github.com/omdsh-dev/dsh-annotation.git,true,https://github.com/omdsh-dev/dsh-annotation,https://github.com/user-attachments/assets/c3186efc-44d3-4e7f-9523-1902d9d037e9;https://github.com/user-attachments/assets/0b48ac02-4648-4b94-8d8f-344f8b7c25b4;https://github.com/user-attachments/assets/8b2610d0-3d00-41be-b314-bac2fe616787;https://github.com/user-attachments/assets/9b66deea-3786-4296-9b0d-52873a15f5e1
dsh-preset-plus,"DSH 预设编辑器插件, 支持一键破甲.",124,dsh plugin --profile web add @rain-kl/dsh-preset-plus,true,https://github.com/Rain-kl/dsh-preset-plus,https://raw.githubusercontent.com/Rain-kl/dsh-preset-plus/HEAD/docs/assets/preset-settings.png;https://raw.githubusercontent.com/Rain-kl/dsh-preset-plus/HEAD/docs/assets/console-log.png;https://raw.githubusercontent.com/Rain-kl/dsh-preset-plus/HEAD/docs/assets/select-patern.png
